Gene	featureScore	Group	prob
ENSG00000112214	0.103894989358668	1	0.565696079973625
ENSG00000101276	0.101166382384366	1	0.560287577804921
ENSG00000163220	0.100963135970207	1	0.473198307702695
ENSG00000085276	0.100895426106064	1	0.543459839126299
ENSG00000142173	0.100143363557695	1	0.50442685010662
ENSG00000089159	0.099220798653214	1	0.493205038116524
ENSG00000060138	0.0990140466610235	1	0.501031636218131
ENSG00000130158	0.0982070926959419	1	0.529297788879584
ENSG00000230453	0.0981662155544062	1	0.480439162957754
ENSG00000125733	0.0981601316505528	1	0.525723528425527
ENSG00000128917	0.0977825626059105	1	0.553064164975329
ENSG00000164692	0.0977392552269555	1	0.555091948590631
ENSG00000047617	0.0970177611619518	1	0.551115967500475
ENSG00000244734	0.096710217589288	1	0.489490652426081
ENSG00000187244	0.096699479057645	1	0.557910631385582
ENSG00000197256	0.0966857752882305	1	0.528832789129834
ENSG00000173530	0.0959749315937676	1	0.534109347684281
ENSG00000113504	0.0956897927920974	1	0.523932393280926
ENSG00000105227	0.0956150440355592	1	0.5489688737218
ENSG00000163513	0.0954689442434351	1	0.445215293387511
ENSG00000110799	0.0944895970523839	1	0.545077062288471
ENSG00000117318	0.0943317230926676	1	0.460964634209902
ENSG00000115594	0.0941678831316795	1	0.525552020843236
ENSG00000240583	0.340956461680937	2	0.737880578793508
ENSG00000204655	0.293257209190374	2	0.694146859412001
ENSG00000118785	0.285908954304552	2	0.716784513558213
ENSG00000105695	0.280376045837479	2	0.683020161478437
ENSG00000026508	0.272712770429743	2	0.694199451642053
ENSG00000136960	0.272056121540329	2	0.644953345822458
ENSG00000047457	0.269784928007621	2	0.567989913027183
ENSG00000186417	0.259943482168027	2	0.657370791051988
ENSG00000086205	0.25960786952186	2	0.656871694476177
ENSG00000174607	0.250391255345773	2	0.650091492671893
ENSG00000164124	0.244839869618161	2	0.641955337179635
ENSG00000013297	0.241718251640487	2	0.666882524388906
ENSG00000150656	0.24136806914229	2	0.59884709703956
ENSG00000081479	0.236365100252385	2	0.685420718340462
ENSG00000064886	0.235645001197646	2	0.685780867270722
ENSG00000172508	0.235437828755823	2	0.649228632281524
ENSG00000197430	0.233641203358655	2	0.60804391933686
ENSG00000167755	0.230561985052152	2	0.649122059605098
ENSG00000158865	0.227544099188572	2	0.67517989092782
ENSG00000154864	0.225980630966059	2	0.669583183144864
ENSG00000158859	0.225848075113447	2	0.659760537451049
ENSG00000205116	0.214834433521412	2	0.663110741596271
ENSG00000173391	0.212787691784378	2	0.628198068605189
ENSG00000136541	0.210893286042044	2	0.632073292726198
ENSG00000170775	0.204274255501575	2	0.620360967205676
ENSG00000091513	0.203919568879458	2	0.624492616452171
ENSG00000041982	0.19590421302916	2	0.654028473785059
ENSG00000103089	0.190209889863565	2	0.637614884490277
ENSG00000166923	0.189259484236909	2	0.610768060851245
ENSG00000224189	0.187464390146999	2	0.635714968262427
ENSG00000011426	0.187039278255136	2	0.63139798914271
ENSG00000126860	0.183649777142635	2	0.582042493119355
ENSG00000275395	0.179389142793983	2	0.511681369723229
ENSG00000207955	0.178842067555275	2	0.617037845862293
ENSG00000166091	0.178462323409108	2	0.610127639841955
ENSG00000129538	0.174875246860234	2	0.589424022029381
ENSG00000134817	0.173225605557498	2	0.624541479384674
ENSG00000168329	0.173173279185739	2	0.519280321150712
ENSG00000183230	0.171312148906067	2	0.632865939140554
ENSG00000128283	0.170445669369614	2	0.622418268836073
ENSG00000071991	0.170418902030993	2	0.608216232272833
ENSG00000158715	0.168210181162972	2	0.629841712199735
ENSG00000148826	0.166707936901705	2	0.624743976603917
ENSG00000167588	0.166346844315011	2	0.541827719248236
ENSG00000125730	0.165736625942185	2	0.625301620565677
ENSG00000124920	0.165715190126205	2	0.626772234420889
ENSG00000141338	0.16165282364945	2	0.618108304928359
ENSG00000122367	0.160151175959692	2	0.604432201250084
ENSG00000277494	0.159692991948577	2	0.622486637473771
ENSG00000147488	0.159024362615186	2	0.618929027366934
ENSG00000125247	0.158269748866611	2	0.539599945843842
ENSG00000167552	0.156780648784189	2	0.502705459712373
ENSG00000172005	0.156430857075352	2	0.59159534540263
ENSG00000179178	0.156055662359018	2	0.566482099008673
ENSG00000154642	0.155503593364512	2	0.580550068926565
ENSG00000152689	0.154385496146671	2	0.610279996207629
ENSG00000258342	0.153773397425204	2	0.604116791374951
ENSG00000108381	0.152828666236169	2	0.61401877771142
ENSG00000213186	0.149120810213876	2	0.573719083800883
ENSG00000140479	0.148806675873121	2	0.610326247275327
ENSG00000164161	0.148429532554841	2	0.560013624836915
ENSG00000065809	0.147912877258309	2	0.601357007821543
ENSG00000084453	0.147494754154884	2	0.601072246528216
ENSG00000080822	0.146651217269275	2	0.579653993737776
ENSG00000169247	0.145610475115317	2	0.608972299000525
ENSG00000139629	0.14479510051465	2	0.59153226923527
ENSG00000242808	0.142967700953695	2	0.551730778893483
ENSG00000183960	0.142464891242645	2	0.589312847726493
ENSG00000176381	0.142046280523252	2	0.60044663081211
ENSG00000107798	0.140783757956393	2	0.538022266521328
ENSG00000065361	0.13991512278766	2	0.594480172324299
ENSG00000244062	0.139410894133467	2	0.575219907424614
ENSG00000012124	0.138682985601989	2	0.594004706438898
ENSG00000180739	0.136618288620897	2	0.588073433434343
ENSG00000101049	0.136378239107666	2	0.569632884569478
ENSG00000126803	0.136195859035915	2	0.586117747811552
ENSG00000168314	0.13486447390986	2	0.597905559968339
ENSG00000167641	0.133352652952916	2	0.580909022495499
ENSG00000102934	0.132412450085788	2	0.562465716508383
ENSG00000006747	0.131696921148341	2	0.583794827101455
ENSG00000175785	0.130912903997502	2	0.59559418853623
ENSG00000139292	0.128731364937149	2	0.57896873456287
ENSG00000250722	0.127462308468596	2	0.572391940658401
ENSG00000227544	0.127380144213617	2	0.520424705274606
ENSG00000114541	0.126773726032723	2	0.587822217688294
ENSG00000092529	0.126009620719909	2	0.577132823839572
ENSG00000251429	0.125341083708418	2	0.589108426149447
ENSG00000095970	0.125299558130831	2	0.589836196529552
ENSG00000259070	0.125243421460067	2	0.589928137474609
ENSG00000140678	0.124472334964734	2	0.586732939183399
ENSG00000183196	0.123985061663226	2	0.571651645920232
ENSG00000196187	0.123823019917051	2	0.588453892856618
ENSG00000099282	0.123735414697853	2	0.575053585349372
ENSG00000204278	0.123547745461894	2	0.585650454329917
ENSG00000006042	0.122771214390504	2	0.584232955831422
ENSG00000164303	0.122538190753362	2	0.551926348032187
ENSG00000173369	0.122321850527016	2	0.582310947270374
ENSG00000279419	0.121937792527295	2	0.535576264970512
ENSG00000129757	0.12135784506105	2	0.577566806575152
ENSG00000161896	0.12098039200676	2	0.583676283180425
ENSG00000132702	0.12069737643925	2	0.581178221173478
ENSG00000196104	0.120071632567838	2	0.476094077004871
ENSG00000110876	0.118911678530004	2	0.537865899219876
ENSG00000279811	0.118589642921223	2	0.582928704268796
ENSG00000152910	0.118525604047447	2	0.526621229628824
ENSG00000066322	0.118040125780901	2	0.559766607661444
ENSG00000010278	0.117959019447435	2	0.560014480321386
ENSG00000146592	0.117698424528345	2	0.556515685775187
ENSG00000244274	0.117627923851398	2	0.565200777065903
ENSG00000090104	0.116788104973899	2	0.56968310855591
ENSG00000080031	0.116695298289803	2	0.566120070334959
ENSG00000066294	0.116657365694251	2	0.580103229730997
ENSG00000173786	0.116628673440909	2	0.559040430532113
ENSG00000139737	0.116523060142227	2	0.545729248582815
ENSG00000173988	0.115549933719304	2	0.57706142793746
ENSG00000141540	0.115417077306072	2	0.577658741764456
ENSG00000160111	0.11435985537587	2	0.526585457575413
ENSG00000204287	0.11343946220802	2	0.562140065182754
ENSG00000012171	0.112043538852049	2	0.575082375429751
ENSG00000196136	0.111811283295086	2	0.552675164734374
ENSG00000054690	0.111748901223773	2	0.570212339717228
ENSG00000164176	0.111729026240244	2	0.488061801042957
ENSG00000160255	0.111586141298694	2	0.55586834296252
ENSG00000184371	0.110444812293788	2	0.460307897842804
ENSG00000115935	0.110167146924126	2	0.570608493528681
ENSG00000018280	0.109326147354267	2	0.524986275672573
ENSG00000018408	0.108946460926081	2	0.441245958904754
ENSG00000075651	0.108386583949702	2	0.561150081711243
ENSG00000141934	0.108063031841068	2	0.568797105769215
ENSG00000159713	0.107615698168899	2	0.544007954799654
ENSG00000141524	0.106951767865947	2	0.564025558202477
ENSG00000028116	0.106485524699418	2	0.56973517435258
ENSG00000135678	0.105445386230476	2	0.562238889380141
ENSG00000012223	0.105359329468222	2	0.566394428335133
ENSG00000131386	0.105106143050184	2	0.56062099331229
ENSG00000101265	0.10477232150803	2	0.563501103500996
ENSG00000114993	0.103921443849198	2	0.565506406569259
ENSG00000087253	0.103875635919857	2	0.5234906766727
ENSG00000100146	0.10352401377656	2	0.564056551575229
ENSG00000057704	0.103294057440477	2	0.560899144324112
ENSG00000251138	0.10254031789987	2	0.535885593473944
ENSG00000170537	0.102468713881215	2	0.554527247651749
ENSG00000176720	0.102171891775839	2	0.55978230570119
ENSG00000189067	0.101903346454649	2	0.560408508937857
ENSG00000172548	0.101481350017517	2	0.546036386459557
ENSG00000187908	0.101422154826872	2	0.542129962900414
ENSG00000169871	0.100771313554804	2	0.473815747739915
ENSG00000157227	0.100508094880614	2	0.500500558117882
ENSG00000258844	0.100436734242692	2	0.54979787814572
ENSG00000154493	0.100406616603779	2	0.562482851378598
ENSG00000204161	0.100363653879453	2	0.562120866932273
ENSG00000082074	0.100251413157296	2	0.562595980463052
ENSG00000187775	0.099489836787185	2	0.552025735621413
ENSG00000116574	0.099360098463757	2	0.536845208714272
ENSG00000078804	0.0989298248055768	2	0.543069188163438
ENSG00000179630	0.098618107903146	2	0.546190292946775
ENSG00000135362	0.0976091461748406	2	0.558851942139704
ENSG00000038002	0.0969336582464615	2	0.449814785361649
ENSG00000122585	0.0964229464001811	2	0.437176997871196
ENSG00000169313	0.0959213558498904	2	0.442933324914758
ENSG00000159189	0.0956436154572811	2	0.548771808347852
ENSG00000042493	0.0947224136720428	2	0.530996220263032
ENSG00000038945	0.0939747889875666	2	0.54729367330443
ENSG00000041353	0.283670891139124	3	0.700345581900326
ENSG00000164600	0.281701132738587	3	0.70817750510401
ENSG00000175426	0.27196054225447	3	0.691366593073956
ENSG00000136750	0.267289289115346	3	0.688067467518195
ENSG00000118733	0.262688829106074	3	0.690447018142291
ENSG00000104435	0.249499383023544	3	0.677796748139816
ENSG00000022355	0.244705356292065	3	0.679648334709139
ENSG00000117152	0.244383980060671	3	0.681699920348705
ENSG00000152932	0.238427794772031	3	0.671165287005161
ENSG00000132872	0.225696954615125	3	0.663340642167576
ENSG00000086300	0.2251937068943	3	0.654832329458869
ENSG00000091664	0.2194837039162	3	0.667857279439838
ENSG00000006128	0.218547959218902	3	0.644867864631344
ENSG00000103316	0.218008778430149	3	0.664651251035098
ENSG00000100362	0.213423598943925	3	0.641944101473357
ENSG00000104490	0.213353268601933	3	0.658549780455075
ENSG00000171951	0.206193876900784	3	0.617547242849709
ENSG00000213760	0.199990473473982	3	0.640432397580965
ENSG00000119125	0.197099569152436	3	0.641557697633184
ENSG00000169213	0.193881471948284	3	0.571999618543749
ENSG00000014641	0.192604453456391	3	0.620446859674291
ENSG00000177432	0.190977263906576	3	0.630524331430958
ENSG00000122012	0.190254155791753	3	0.650256995493117
ENSG00000229425	0.185114148326996	3	0.620423916969706
ENSG00000164112	0.184737854756843	3	0.638838453609781
ENSG00000171509	0.177045993777429	3	0.597915689434136
ENSG00000149269	0.176425411520038	3	0.629510025080406
ENSG00000165434	0.173361269552208	3	0.623320001282981
ENSG00000128683	0.172879359932952	3	0.627491343942815
ENSG00000109738	0.171227241394196	3	0.627714228720838
ENSG00000164794	0.167103427460862	3	0.627976531230152
ENSG00000102468	0.166842761707992	3	0.62858868503312
ENSG00000205279	0.166670067113987	3	0.629862887764014
ENSG00000152931	0.165774933631601	3	0.628454800597057
ENSG00000180440	0.165425026946596	3	0.626446787031206
ENSG00000074706	0.165198389265848	3	0.62081307165073
ENSG00000248485	0.164343899797348	3	0.617332938263386
ENSG00000256193	0.163816677017148	3	0.619326005884115
ENSG00000124785	0.163541345878461	3	0.623252565692417
ENSG00000145451	0.161893224379143	3	0.623998063371217
ENSG00000129636	0.161644686452523	3	0.591460861279497
ENSG00000120053	0.161475292264106	3	0.613156016520351
ENSG00000145335	0.160999555258925	3	0.584753281320136
ENSG00000127824	0.160663921571662	3	0.617395948247188
ENSG00000168843	0.160362362763908	3	0.598848417738023
ENSG00000104327	0.16024117316389	3	0.622616035348222
ENSG00000138378	0.158667532712436	3	0.622653540311473
ENSG00000147676	0.15863636567658	3	0.622252423977903
ENSG00000144227	0.158100363519731	3	0.601310066759954
ENSG00000196542	0.15683718844187	3	0.614594507004551
ENSG00000134343	0.156509551104016	3	0.619784613754069
ENSG00000170381	0.156180856639015	3	0.467429153165088
ENSG00000145242	0.15594890335682	3	0.603955194465418
ENSG00000061918	0.152708190902182	3	0.605690086313964
ENSG00000165973	0.151750682481587	3	0.611325936036728
ENSG00000141433	0.151258417926264	3	0.609053828149184
ENSG00000172209	0.149994011950672	3	0.613149224525191
ENSG00000107105	0.14963595680223	3	0.606040897036101
ENSG00000111249	0.148175396189577	3	0.478417421831259
ENSG00000135426	0.147841439795545	3	0.604041984776986
ENSG00000196937	0.147278093239773	3	0.595411622966324
ENSG00000172020	0.147227760557858	3	0.610153931392605
ENSG00000054803	0.146326391716151	3	0.600080665042676
ENSG00000186469	0.145846617269901	3	0.600647469622511
ENSG00000163630	0.145274316611242	3	0.596801426838389
ENSG00000152503	0.145142862952945	3	0.574058276673123
ENSG00000118402	0.144826537066005	3	0.605923478712473
ENSG00000157005	0.144380711132062	3	0.544126490225859
ENSG00000136143	0.144076894218019	3	0.570726055490785
ENSG00000183090	0.143899574004915	3	0.596635160607141
ENSG00000233123	0.143480676082816	3	0.604756179974009
ENSG00000239672	0.143350636979847	3	0.571724843605764
ENSG00000170419	0.142963306553631	3	0.605031075294545
ENSG00000143858	0.141007793737427	3	0.605504943351907
ENSG00000128564	0.138539944789714	3	0.60338334149746
ENSG00000060140	0.137797310155147	3	0.602115348319608
ENSG00000164326	0.137676657839892	3	0.583688253290146
ENSG00000170091	0.137474137920954	3	0.602371870981204
ENSG00000173267	0.137172890336671	3	0.59893243479023
ENSG00000086289	0.136645850582593	3	0.590972739677965
ENSG00000070729	0.136582127771113	3	0.489367934884045
ENSG00000104722	0.135717285649651	3	0.59680251335468
ENSG00000182836	0.135715069407817	3	0.570221256035035
ENSG00000147655	0.134470815479813	3	0.599255001736531
ENSG00000140015	0.133886567877214	3	0.598629047050851
ENSG00000118276	0.133863001009297	3	0.596291672745105
ENSG00000100285	0.133843507309366	3	0.598812263002509
ENSG00000163577	0.133460389838815	3	0.564790949509334
ENSG00000150394	0.133006728334204	3	0.59693541006545
ENSG00000135002	0.13295099562271	3	0.58438781123227
ENSG00000152495	0.132461822666706	3	0.594854826427721
ENSG00000134115	0.131807254737472	3	0.57634955673103
ENSG00000175352	0.131225149656267	3	0.588805995592618
ENSG00000136099	0.130530184888074	3	0.524814697022673
ENSG00000135324	0.130509263447881	3	0.572584940729899
ENSG00000196950	0.130106070794208	3	0.583953579878862
ENSG00000112972	0.129879382840155	3	0.570556254118393
ENSG00000185008	0.129383173048219	3	0.588449141525529
ENSG00000123545	0.129305106023271	3	0.578918486931757
ENSG00000125869	0.129261436337486	3	0.581782763373902
ENSG00000188674	0.129216882892598	3	0.592646315317398
ENSG00000157470	0.128732556927931	3	0.590941007444428
ENSG00000117069	0.128687124696871	3	0.579694413637656
ENSG00000183662	0.128564630198017	3	0.591208047501708
ENSG00000060982	0.128107515892916	3	0.548231581541877
ENSG00000172673	0.12805379465149	3	0.519219983088299
ENSG00000171724	0.127667095834255	3	0.564860701249843
ENSG00000198673	0.127641671854349	3	0.592221848917325
ENSG00000152034	0.127626929047801	3	0.592256274769285
ENSG00000128609	0.126941356635016	3	0.563213117133677
ENSG00000162694	0.126932336853015	3	0.57908331159827
ENSG00000237289	0.126855977203503	3	0.580667437387171
ENSG00000233705	0.125231750824862	3	0.589486544017791
ENSG00000189043	0.124825204312682	3	0.564277538911333
ENSG00000130368	0.124025966839809	3	0.58769424542442
ENSG00000162630	0.123897410122125	3	0.538484456967716
ENSG00000188582	0.123283563766948	3	0.587934988430788
ENSG00000156411	0.12257425633953	3	0.560863021726079
ENSG00000112695	0.122306235852218	3	0.543100365199453
ENSG00000162188	0.12184781424658	3	0.583005618764654
ENSG00000137267	0.121801534175987	3	0.582830395169406
ENSG00000153820	0.121685633253623	3	0.573854702600987
ENSG00000180044	0.121345748846938	3	0.585902344299348
ENSG00000166111	0.120245987050644	3	0.584372817621458
ENSG00000124134	0.12019648274085	3	0.545472249994654
ENSG00000096092	0.119929295560642	3	0.55864143688368
ENSG00000151229	0.119860764665587	3	0.583462585389404
ENSG00000145708	0.119614301387053	3	0.496511029396864
ENSG00000240891	0.117962910091148	3	0.579552809307305
ENSG00000145632	0.117762709877544	3	0.581697248623121
ENSG00000065154	0.117696108245621	3	0.542792093503596
ENSG00000113161	0.116970571350787	3	0.569813971768428
ENSG00000165899	0.116447416945008	3	0.580414909572606
ENSG00000187094	0.116399197936754	3	0.580658114958926
ENSG00000250366	0.115336404984825	3	0.565372579409098
ENSG00000154975	0.115070145317226	3	0.578500071436765
ENSG00000186212	0.114547707263306	3	0.578619977690797
ENSG00000177875	0.113938185861598	3	0.577987274066964
ENSG00000183036	0.113615095796686	3	0.559404444169828
ENSG00000188730	0.113589268927323	3	0.576923500685726
ENSG00000165985	0.113374601763293	3	0.57432783357522
ENSG00000138698	0.11335594507579	3	0.502546179392206
ENSG00000204147	0.113039881779612	3	0.56617746564077
ENSG00000134375	0.112959329927483	3	0.555834305649559
ENSG00000143106	0.112870273636243	3	0.541889139547335
ENSG00000173915	0.112695560891997	3	0.55075401481622
ENSG00000176204	0.111563958697707	3	0.533942948072255
ENSG00000186297	0.111465111961708	3	0.575279517668551
ENSG00000149305	0.111460996519135	3	0.568007752447522
ENSG00000117600	0.111294052365325	3	0.574878098129233
ENSG00000174145	0.111224163322694	3	0.573576993079003
ENSG00000123901	0.110836825996759	3	0.505300957864462
ENSG00000246363	0.110687429293575	3	0.56162262377802
ENSG00000120437	0.110438790638958	3	0.528592216347684
ENSG00000112796	0.110356650468877	3	0.564771498013606
ENSG00000141030	0.109828501403605	3	0.539653694657894
ENSG00000182674	0.10961701683542	3	0.573223773184561
ENSG00000169035	0.109607829057833	3	0.572123318401849
ENSG00000203668	0.108877536360186	3	0.563432825422448
ENSG00000143318	0.108643587863398	3	0.569769474521125
ENSG00000186081	0.108497497467698	3	0.570652259276656
ENSG00000139200	0.108109808316285	3	0.453572793939328
ENSG00000102678	0.107830178614101	3	0.570941491804433
ENSG00000156976	0.10777537471774	3	0.545697937913548
ENSG00000260412	0.107414207758212	3	0.569420374382783
ENSG00000049130	0.107316557556075	3	0.567058663179426
ENSG00000177181	0.107161735669244	3	0.570481816163842
ENSG00000117594	0.107055246172522	3	0.453328131486505
ENSG00000075213	0.106887848365434	3	0.541892115011057
ENSG00000174482	0.105862416719447	3	0.55597013685884
ENSG00000072657	0.10561702920875	3	0.568515475063869
ENSG00000113966	0.105169064808306	3	0.555123533082762
ENSG00000004779	0.104902214695883	3	0.543790259318682
ENSG00000151917	0.104188169190121	3	0.554104406431805
ENSG00000111262	0.104147827117232	3	0.566746484803034
ENSG00000138663	0.103884588985429	3	0.536689565532849
ENSG00000115194	0.103762400186325	3	0.541698005172624
ENSG00000220575	0.103653812443754	3	0.566476125485624
ENSG00000143158	0.103305977419302	3	0.556733671686603
ENSG00000157168	0.103101605821516	3	0.557044966963445
ENSG00000223812	0.102905159869295	3	0.559094085431105
ENSG00000121905	0.102513776464827	3	0.560089794077966
ENSG00000273301	0.102356194556097	3	0.563410803595207
ENSG00000157404	0.10227225389477	3	0.555604669146784
ENSG00000119547	0.102123930058638	3	0.515099595313531
ENSG00000145681	0.101052279304456	3	0.547131924789406
ENSG00000146242	0.100145530350208	3	0.554688804189832
ENSG00000139190	0.0999985654035501	3	0.558332094966392
ENSG00000188729	0.0997285609386364	3	0.527458974448469
ENSG00000149972	0.0996919213018735	3	0.555834626162171
ENSG00000235711	0.0995718229104774	3	0.561397448332288
ENSG00000171314	0.0992248502287055	3	0.542585973586021
ENSG00000179520	0.0990913413543226	3	0.515507968039927
ENSG00000185666	0.0990836885471243	3	0.442121577901629
ENSG00000153012	0.0987645648099655	3	0.545274007077336
ENSG00000110218	0.0981145404211664	3	0.537829733258907
ENSG00000270953	0.0981102543831176	3	0.559811854666148
ENSG00000173660	0.0978206141350788	3	0.538373998567939
ENSG00000128285	0.0975309492496695	3	0.559386016997628
ENSG00000261292	0.0971020933469925	3	0.556602588185732
ENSG00000143499	0.096992131920188	3	0.557524853059956
ENSG00000154478	0.096156749260965	3	0.525796932410961
ENSG00000110955	0.0959811110174746	3	0.538656709546953
ENSG00000112038	0.0956625493134304	3	0.555327676988463
ENSG00000119698	0.095306950153325	3	0.556327157085736
ENSG00000144407	0.0951863016385543	3	0.554102678854412
ENSG00000171243	0.0950160614228555	3	0.544510874889398
ENSG00000110975	0.0950137698961326	3	0.55099697795155
ENSG00000144339	0.0949061246631968	3	0.45620099017818
